"cliente_sk","nome_cliente","cognome_cliente","citta","regione","data_ultimo_ordine","data_primo_ordine","numero_ordini","fatturato_totale","scontrino_medio","importo_massimo_ordine","totale_prodotti_acquistati","num_prodotti_distinti","num_categorie_distinte"
4601,"Gianmarco","Vergerio","Pollica","Sardegna","2025-11-10","2024-02-01","12","19695.28","787.8112000000000000","1844.28","32","18","8"
4602,"Matteo","Galiazzo","Caiolo","Puglia","2025-08-06","2023-11-20","6","11075.84","922.9866666666666667","2226.48","13","11","7"
4603,"Raffaele","Caccianemico","Fonterosa","Emilia-Romagna","2025-11-03","2024-05-16","5","9908.99","1238.6237500000000000","3910.71","12","8","6"
4604,"Giuseppina","Gritti","Bascape'","Piemonte","2025-04-12","2024-01-23","2","6108.94","1527.2350000000000000","2671.96","5","4","4"
4605,"Sophia","Pepe","Brovello Carpugnino","Sardegna","2024-11-01","2023-12-03","5","12247.68","1224.7680000000000000","2476.78","13","9","7"
4606,"Rosario","Muratori","Bezzecca","Veneto","2024-10-15","2023-11-26","6","11479.91","1147.9910000000000000","2345.74","12","10","6"
4607,"Piergiorgio","Boccaccio","Riva Valdobbia","Piemonte","2025-03-29","2024-03-17","5","11023.36","918.6133333333333333","2518.64","13","12","6"
4608,"Piergiorgio","Rensi","Signa","Puglia","2025-06-29","2024-01-05","6","4346.49","724.4150000000000000","1425.18","7","5","4"
4609,"Donatella","Cainero","Berzo San Fermo","Toscana","2025-07-28","2025-01-07","6","9493.38","678.0985714285714286","1908.61","16","14","7"
4610,"Piergiuseppe","Priuli","Monte San Marino","Molise","2024-12-30","2024-05-08","2","4231.61","1057.9025000000000000","1303.57","5","4","3"
4611,"Paoletta","Cicilia","Izano","Friuli-Venezia Giulia","2025-10-15","2024-12-20","2","2241.23","1120.6150000000000000","1158.25","2","2","2"
4612,"Enzio","Gradenigo","Semonzo","Sardegna","2025-09-16","2024-02-04","9","18577.82","1032.1011111111111111","2569.86","23","16","8"
4613,"Giulio","Cagnotto","Rovezzano","Marche","2025-09-30","2023-12-22","3","2546.30","848.7666666666666667","1425.18","3","3","3"
4614,"Romina","Salvini","Cesano","Sardegna","2025-08-25","2024-10-09","5","3576.72","596.1200000000000000","1325.60","6","6","4"
4615,"Concetta","Serlupi","Mesenzana","Valle d'Aosta","2025-04-26","2024-04-18","3","9223.00","922.3000000000000000","2630.60","13","8","5"
4616,"Imelda","Cianciolo","Unterrain/Eppan","Puglia","2025-08-09","2024-12-01","4","7577.77","1262.9616666666666667","3339.72","8","6","4"
4617,"Osvaldo","Federici","Caravonica","Campania","2025-10-03","2024-11-19","3","6584.78","1097.4633333333333333","1949.36","7","6","6"
4618,"Guglielmo","Mezzetta","Luttach","Sardegna","2025-10-11","2024-07-13","4","10124.93","1124.9922222222222222","1997.72","12","9","7"
4619,"Flavio","Galilei","Vigasio","Piemonte","2025-10-27","2024-02-29","11","13659.30","682.9650000000000000","1719.28","22","16","7"
4620,"Paoletta","Trotta","Tagliole","Marche","2024-10-18","2024-06-16","4","3737.17","934.2925000000000000","2286.82","9","3","2"
4621,"Anita","Bova","Crespiatica","Veneto","2025-05-31","2025-04-06","2","4139.01","689.8350000000000000","1173.21","7","6","6"
4622,"Pietro","Bramante","Ciano","Sicilia","2025-11-06","2024-02-13","5","11060.93","921.7441666666666667","3314.22","15","9","6"
4623,"Cesare","Saraceno","Valle Di Teva","Campania","2025-02-01","2024-07-19","4","5534.58","553.4580000000000000","1172.87","12","8","5"
4624,"Barbara","Rosselli","Calceranica Al Lago","Sicilia","2025-08-04","2024-04-22","3","4543.80","908.7600000000000000","1410.20","5","5","3"
4625,"Alina","Dovara","Bersezio","Campania","2025-06-06","2024-05-23","2","2610.12","870.0400000000000000","1284.93","3","3","3"
4626,"Liliana","Cimarosa","Sustinente","Campania","2025-08-09","2024-08-21","3","5911.11","844.4442857142857143","1706.02","9","7","6"
4627,"Rita","Grimani","Olmo Di Martellago","Liguria","2025-06-04","2023-11-23","5","12265.72","1115.0654545454545455","3474.75","14","10","6"
4628,"Alessandra","Navarria","Abatemarco","Trentino-Alto Adige","2025-08-18","2024-03-26","8","17330.95","787.7704545454545455","2165.96","26","17","8"
4629,"Giorgia","Tebaldi","Stravignino","Abruzzo","2025-10-07","2024-10-29","3","4318.09","1079.5225000000000000","2286.82","6","4","4"
4630,"Letizia","Zanzi","Radicofani","Liguria","2025-08-24","2023-12-13","9","13430.28","706.8568421052631579","1410.20","19","15","8"
4631,"Lina","Chiesa","Valle Di Murialdo","Valle d'Aosta","2025-04-12","2023-12-01","3","6813.49","757.0544444444444444","1325.60","9","8","5"
4632,"Iolanda","Frescobaldi","Paliano","Lazio","2025-09-26","2023-12-12","7","9436.34","857.8490909090909091","1265.36","13","10","7"
4633,"Donato","Finotto","Pieve San Lorenzo","Calabria","2025-09-06","2024-04-18","6","10193.60","784.1230769230769231","3847.99","16","11","6"
4634,"Santino","Trotta","Tesero","Basilicata","2025-06-19","2023-12-25","10","23473.48","1066.9763636363636364","2569.86","28","17","8"
4635,"Melania","Battisti","Pra' Catinat","Calabria","2024-07-13","2024-07-13","1","3495.89","873.9725000000000000","1425.18","5","4","4"
4636,"Natalia","Trebbi","Blandino","Veneto","2025-10-09","2024-03-12","9","20351.38","1017.5690000000000000","3314.22","27","14","7"
4637,"Enrico","Riccati","Mistretta","Friuli-Venezia Giulia","2024-06-18","2024-04-10","2","1060.87","530.4350000000000000","998.86","2","2","2"
4638,"Viridiana","Pellegrini","Percoto","Veneto","2025-06-03","2025-06-03","1","3707.34","926.8350000000000000","1719.28","5","4","4"
4639,"Sabatino","Bocelli","Monte Castello","Molise","2025-08-05","2023-12-01","11","27114.99","1004.2588888888888889","2850.36","33","18","8"
4640,"Alessio","Valier","Vallada Agordina","Lazio","2025-09-26","2023-12-30","4","3678.17","525.4528571428571429","1265.36","8","6","4"
4641,"Stefania","Fagotto","Tambre","Abruzzo","2024-06-08","2024-01-17","2","7550.91","1258.4850000000000000","2630.60","8","6","5"
4642,"Luigi","Botta","Fondachello","Sicilia","2025-11-13","2024-01-14","9","18486.49","924.3245000000000000","1861.89","23","18","8"
4643,"Leone","Giacconi","Montecavolo","Sardegna","2025-10-03","2023-12-02","8","6638.56","603.5054545454545455","1410.20","13","11","5"
4644,"Daria","Corcos","La Torre","Emilia-Romagna","2025-08-09","2023-12-11","7","7789.62","708.1472727272727273","1303.57","11","11","7"
4645,"Salvatore","Renzi","Valdibrana","Abruzzo","2025-08-15","2024-07-20","4","6527.90","1087.9833333333333333","1671.34","7","6","5"
4646,"Adriana","Bernardi","Stigliano","Friuli-Venezia Giulia","2025-10-09","2024-01-06","4","7235.91","904.4887500000000000","2184.38","9","7","6"
4647,"Bruno","Brambilla","Campobasso","Sardegna","2025-10-27","2024-03-23","8","22981.73","1149.0865000000000000","3148.51","25","17","7"
4648,"Pietro","Porzio","Frisa","Sicilia","2025-06-26","2024-02-07","3","2532.29","844.0966666666666667","1193.04","3","3","3"
4649,"Natalia","Marenzio","Doues","Piemonte","2025-11-05","2024-02-10","11","23076.30","1048.9227272727272727","2200.68","28","14","7"
4650,"Mario","Pacomio","Ottobiano","Sardegna","2025-07-28","2024-06-10","6","7737.42","773.7420000000000000","2367.54","12","9","6"
4651,"Raffaele","Tolentino","Grottaglie","Piemonte","2025-04-07","2023-11-28","9","22389.13","1017.6877272727272727","1949.36","26","19","7"
4652,"Livia","Pausini","Saline Joniche","Piemonte","2025-08-21","2024-02-16","4","8992.26","1124.0325000000000000","2476.78","11","7","5"
4653,"Giuseppe","Zaccagnini","Testaccio","Piemonte","2025-10-26","2024-05-09","5","10807.99","900.6658333333333333","2111.17","13","11","7"
4654,"Annetta","Saffi","Colombare Di Sirmione","Lazio","2025-07-23","2023-11-30","4","4411.48","882.2960000000000000","1425.18","7","5","4"
4655,"Amedeo","Vendetti","Gremiasco","Liguria","2025-10-27","2025-10-27","1","1143.41","1143.4100000000000000","1143.41","1","1","1"
4656,"Manuel","Camicione","Gavorrano","Trentino-Alto Adige","2025-10-04","2023-12-05","8","13953.43","775.1905555555555556","2386.08","22","14","7"
4657,"Amleto","Bembo","Siziano","Lombardia","2025-10-02","2024-05-14","4","11302.29","941.8575000000000000","2982.80","17","12","8"
4658,"Lodovico","Pizzetti","Baselga Di Vezzano","Sardegna","2025-07-13","2024-04-25","7","10370.68","740.7628571428571429","2226.48","16","12","6"
4659,"Martina","Binaghi","Arnara","Veneto","2025-09-23","2024-04-02","5","6165.46","770.6825000000000000","1303.57","9","7","6"
4660,"Gionata","Asmundo","Altino","Friuli-Venezia Giulia","2025-08-23","2023-12-21","8","14206.71","789.2616666666666667","2651.20","21","15","8"
4661,"Simonetta","Rusticucci","Scalzapecora","Basilicata","2025-02-17","2023-12-11","5","13342.55","1111.8791666666666667","3474.75","19","12","6"
4662,"Diana","Ritacca","Bettole Sesia","Calabria","2025-07-21","2024-12-02","6","9325.54","666.1100000000000000","1220.68","17","13","7"
4663,"Nadia","Cabibbo","Bazzana","Toscana","2025-06-19","2024-04-09","5","8923.65","811.2409090909090909","1978.26","12","10","8"
4664,"Hugo","Gottardi","Succiso Nuovo","Lombardia","2025-03-17","2023-12-24","7","18305.06","1076.7682352941176471","4453.26","26","15","8"
4665,"Berenice","Giannini","Portomaggiore","Basilicata","2024-08-28","2023-12-17","4","11351.60","1031.9636363636363636","2630.60","12","10","5"
4666,"Laureano","Franscini","Verdellino","Sicilia","2025-09-12","2024-03-11","7","16307.87","905.9927777777777778","2651.20","20","16","7"
4667,"Anita","Duse","Genzone","Friuli-Venezia Giulia","2025-02-05","2023-12-29","6","9027.17","1289.5957142857142857","2422.81","12","6","5"
4668,"Benito","Buscetta","Orsenigo","Lazio","2025-10-19","2023-11-29","7","13869.02","924.6013333333333333","3518.61","18","12","7"
4669,"Michela","Boezio","Monte San Giusto","Emilia-Romagna","2025-05-08","2023-12-19","5","16365.00","1168.9285714285714286","2630.60","20","12","8"
4670,"Stefania","Pagliaro","Ronca'","Friuli-Venezia Giulia","2025-07-29","2025-02-04","3","7345.75","1224.2916666666666667","2316.50","8","5","5"
4671,"Agnolo","Sermonti","Rocca Di Botte","Emilia-Romagna","2025-08-10","2023-12-14","6","10418.56","1041.8560000000000000","1484.42","13","8","7"
4672,"Giacinto","Tomasetti","Vandoies Di Sotto","Veneto","2025-10-05","2024-03-03","4","6591.34","941.6200000000000000","2345.74","8","7","6"
4673,"Bernardo","Mazzacurati","Castelnovo Del Friuli","Lazio","2025-07-19","2024-01-11","7","19876.95","1242.3093750000000000","4453.26","22","12","8"
4674,"Antonella","Cilea","Sarteano","Calabria","2025-09-27","2024-04-24","4","2762.15","552.4300000000000000","1172.87","6","5","3"
4675,"Concetta","Spinola","Rigaletta","Campania","2025-11-07","2023-12-05","5","8762.91","973.6566666666666667","2607.14","12","7","5"
4676,"Arturo","Jacuzzi","Castel Di Ieri","Sicilia","2025-10-22","2024-02-27","10","25170.92","898.9614285714285714","2766.42","36","20","8"
4677,"Nanni","Broggini","Bascape'","Campania","2024-08-23","2024-01-01","3","8908.74","989.8600000000000000","2449.97","12","8","6"
4678,"Germana","Cutrufo","Cisano","Trentino-Alto Adige","2025-06-16","2024-07-15","7","19806.73","1320.4486666666666667","2850.36","23","12","7"
4679,"Gianfrancesco","Tencalla","Toano","Toscana","2025-08-17","2024-12-26","2","4622.82","1540.9400000000000000","3339.72","5","3","3"
4680,"Salvatore","Siffredi","Sorico","Molise","2025-09-12","2024-02-16","7","15371.08","1024.7386666666666667","3354.02","22","12","6"
4681,"Liliana","Pirandello","Quarrata","Liguria","2025-11-04","2024-08-12","6","13014.42","1001.1092307692307692","1671.34","16","11","6"
4682,"Augusto","Galtarossa","Barone Canavese","Friuli-Venezia Giulia","2025-10-07","2024-03-12","7","10019.97","834.9975000000000000","1752.07","17","8","5"
4683,"Arnulfo","Tuzzolino","Olgiate Molgora","Lazio","2025-09-26","2024-07-16","6","12429.15","1035.7625000000000000","2209.48","15","10","7"
4684,"Ciro","Baggio","Santu Lussurgiu","Valle d'Aosta","2025-07-10","2024-05-11","4","14122.12","1569.1244444444444444","2578.92","15","9","6"
4685,"Serena","Vergerio","Roburent","Lazio","2025-04-25","2024-01-22","4","10100.76","1010.0760000000000000","3339.72","13","10","7"
4686,"Pierangelo","Poerio","Villetta Barrea","Valle d'Aosta","2025-07-12","2024-09-23","3","4685.22","1561.7400000000000000","3276.57","5","3","3"
4687,"Matilda","Riccardi","Nebbiano","Liguria","2025-10-08","2023-12-24","3","5689.18","948.1966666666666667","1303.57","9","6","5"
4688,"Venancio","Orengo","Walte","Lombardia","2024-04-13","2023-12-29","2","2211.59","737.1966666666666667","864.04","4","3","3"
4689,"Ezio","Prada","Nave","Emilia-Romagna","2025-08-06","2024-01-08","8","18061.21","903.0605000000000000","2316.50","23","15","7"
4690,"Amico","Spinola","Castel Sant'Angelo","Lombardia","2025-08-09","2023-12-15","6","12283.61","1364.8455555555555556","3248.94","13","8","6"
4691,"Giovanna","Mazzanti","Musei","Trentino-Alto Adige","2025-09-22","2024-01-01","4","5368.77","894.7950000000000000","1484.42","6","6","6"
4692,"Maurizio","Giannini","Gallodoro","Friuli-Venezia Giulia","2025-05-07","2024-01-18","7","13737.28","808.0752941176470588","2968.84","23","12","6"
4693,"Angelina","Barracco","Sa Rocca Tunda","Veneto","2025-05-28","2023-12-11","4","5560.58","695.0725000000000000","1114.23","8","7","5"
4694,"Martino","Soranzo","Nao","Trentino-Alto Adige","2025-10-29","2024-01-25","2","3061.10","765.2750000000000000","1425.18","4","4","3"
4695,"Nicola","Cimini","Torre Dell'Orso","Puglia","2025-07-22","2024-01-11","6","6482.69","810.3362500000000000","2728.56","10","7","6"
4696,"Guido","Cassarà","Polonghera","Calabria","2024-07-24","2024-03-23","4","4439.90","887.9800000000000000","2386.08","6","5","4"
4697,"Ottavio","Lucarelli","Segonzano","Abruzzo","2025-08-08","2024-10-13","2","6149.55","878.5071428571428571","1315.30","7","7","5"
4698,"Ludovico","Babbo","Casalduni","Emilia-Romagna","2025-02-06","2023-12-31","7","13827.21","1063.6315384615384615","1943.80","16","9","5"
4699,"Gaetano","Greco","Morrano Nuovo","Puglia","2025-07-26","2024-01-06","7","22760.58","1197.9252631578947368","3474.75","25","15","7"
4700,"Venancio","Respighi","Surdo","Umbria","2025-11-07","2023-11-25","8","8544.80","610.3428571428571429","1425.18","15","11","6"
4701,"Giuseppina","Carnera","Ponticello","Umbria","2025-04-12","2024-10-28","3","6672.91","953.2728571428571429","1484.42","7","6","6"
4702,"Gianpaolo","Branciforte","Cocullo","Abruzzo","2025-09-20","2025-09-20","1","1261.76","1261.7600000000000000","1261.76","1","1","1"
4703,"Ornella","Vespa","Ponticella","Lombardia","2025-07-27","2024-01-17","4","9030.37","752.5308333333333333","2507.01","15","10","6"
4704,"Girolamo","Castellitto","Chambave","Toscana","2025-07-19","2025-04-09","2","3495.60","873.9000000000000000","2707.84","5","4","2"
4705,"Saverio","Baracca","San Fantino","Liguria","2025-08-02","2024-06-02","5","12830.57","1069.2141666666666667","3086.49","15","11","5"
4706,"Gianna","Ginese","Bardonecchia","Calabria","2025-09-05","2023-12-21","7","9116.70","607.7800000000000000","1484.42","15","12","6"
4707,"Daria","Nugnes","Badia A Elmi","Marche","2025-04-13","2024-03-28","3","4889.35","977.8700000000000000","1315.30","5","5","4"
4708,"Fabrizio","Aporti","Riva'","Emilia-Romagna","2025-05-26","2024-04-29","10","27887.92","995.9971428571428571","2507.01","35","18","8"
4709,"Toni","Giannuzzi","Beduzzo","Trentino-Alto Adige","2025-07-30","2024-04-18","6","8779.49","975.4988888888888889","2761.60","12","8","5"
4710,"Adelasia","Castiglione","San Martino In Trignano","Puglia","2025-09-16","2024-09-13","2","3992.02","998.0050000000000000","1978.26","5","4","3"
4711,"Lamberto","Argenti","Flains","Trentino-Alto Adige","2025-10-29","2023-12-25","7","15210.56","1014.0373333333333333","2397.26","18","14","8"
4712,"Victoria","Stefanelli","Casaletto Spartano","Veneto","2025-05-10","2024-03-04","4","5022.58","627.8225000000000000","1143.41","11","7","4"
4713,"Calcedonio","Sismondi","Coriano Veronese","Calabria","2025-07-22","2024-06-29","4","7068.44","785.3822222222222222","3339.72","11","8","5"
4714,"Sandro","Rapisardi","Neive","Calabria","2025-07-23","2024-12-22","4","12438.92","1382.1022222222222222","3491.04","16","9","7"
4715,"Alessio","Paolucci","Olivetta San Michele","Campania","2025-09-25","2023-12-13","7","13168.22","823.0137500000000000","1410.20","17","16","8"
4716,"Giovanni","Boccherini","Castiglione Messer Raimondo","Veneto","2025-08-29","2024-01-21","4","7286.59","1457.3180000000000000","3086.49","7","5","5"
4717,"Gian","Tornatore","Avacelli","Friuli-Venezia Giulia","2025-08-13","2023-12-21","4","11688.04","899.0800000000000000","2630.60","16","12","7"
4718,"Matilda","Boezio","Vallanzengo","Sicilia","2025-07-11","2023-11-21","9","15939.58","996.2237500000000000","3491.04","19","12","6"
4719,"Maurizio","Chindamo","Breolungi","Marche","2024-09-22","2024-07-11","4","5115.89","568.4322222222222222","1158.25","10","8","7"
4720,"Valerio","Avogadro","Amendolara","Valle d'Aosta","2025-09-18","2024-01-07","3","6197.59","1549.3975000000000000","2728.56","8","4","3"
4721,"Milena","Ciani","San Cipriano D'Aversa","Sardegna","2025-06-29","2023-12-03","6","7017.06","701.7060000000000000","1156.44","10","9","7"
4722,"Coluccio","Roccabonella","Cireggio","Liguria","2025-09-11","2024-02-10","3","5432.42","905.4033333333333333","2569.86","7","6","4"
4723,"Vanessa","Squarcione","Cana","Sardegna","2025-08-08","2024-04-26","5","7930.94","1132.9914285714285714","2630.60","9","7","7"
4724,"Melania","Perini","Arcisate","Veneto","2025-06-12","2024-02-29","6","15337.54","1179.8107692307692308","3248.94","17","12","6"
4725,"Gabriele","Berlusconi","Castelnuovo Bormida","Emilia-Romagna","2025-10-14","2025-04-01","3","7100.53","1014.3614285714285714","2671.96","8","7","4"
4726,"Marisa","Fogazzaro","Comitini","Campania","2025-08-19","2024-01-02","5","11415.13","1141.5130000000000000","1844.28","12","9","6"
4727,"Flora","Cutuli","San Massimo All'Adige","Sicilia","2025-10-21","2024-08-24","2","3779.47","944.8675000000000000","1143.41","4","3","3"
4728,"Tullio","Padovano","Aci Catena","Sardegna","2025-02-01","2024-11-24","2","1746.75","582.2500000000000000","1082.98","3","3","3"
4729,"Maria","Tozzi","Verano","Campania","2025-10-22","2023-12-11","9","9379.13","852.6481818181818182","1844.28","14","10","7"
4730,"Licia","Pacelli","Moiano","Friuli-Venezia Giulia","2024-09-30","2024-09-30","1","202.56","202.5600000000000000","202.56","1","1","1"
4731,"Laura","Gozzano","Palombaio","Toscana","2025-04-24","2025-04-24","1","67.07","67.0700000000000000","67.07","1","1","1"
4732,"Victoria","Bonanno","Piancogno","Molise","2025-06-02","2023-11-22","5","11869.67","1186.9670000000000000","2578.92","14","10","6"
4733,"Pierangelo","Coppola","Casola In Lunigiana","Veneto","2024-06-25","2024-04-09","2","3417.72","488.2457142857142857","1105.50","9","6","5"
4734,"Ennio","Giannini","Lu Bagnu","Veneto","2025-05-18","2023-12-03","5","12309.45","1119.0409090909090909","3748.61","18","11","7"
4735,"Ettore","Alfieri","Bozzole","Puglia","2024-03-04","2023-11-29","3","5358.76","765.5371428571428571","1484.42","9","7","6"
4736,"Ermenegildo","Salata","Palmariggi","Veneto","2025-08-18","2024-01-11","7","10979.26","844.5584615384615385","2375.07","17","11","6"
4737,"Angelica","Cesaroni","Era","Valle d'Aosta","2025-10-29","2024-06-30","6","10764.52","897.0433333333333333","1484.42","12","12","6"
4738,"Gloria","Castellitto","Borbona","Lazio","2025-08-16","2024-02-14","6","24374.53","1433.7958823529411765","4275.54","25","14","7"
4739,"Telemaco","Bosio","Limpostu","Friuli-Venezia Giulia","2025-10-26","2023-12-13","7","16626.56","831.3280000000000000","2607.14","24","16","7"
4740,"Damiano","Verri","Villaneto","Sicilia","2025-09-20","2024-04-07","7","16412.80","1094.1866666666666667","2766.42","22","14","6"
4741,"Alfredo","Ortolani","Celana","Sardegna","2025-03-25","2023-12-28","4","6329.21","1054.8683333333333333","1969.03","9","4","4"
4742,"Gemma","Giacometti","Paese","Friuli-Venezia Giulia","2025-05-05","2024-03-21","3","2667.25","889.0833333333333333","1284.93","3","3","3"
4743,"Luigi","Montessori","Abbadia Alpina","Lazio","2025-07-19","2023-12-01","3","6532.43","1306.4860000000000000","2209.48","7","4","3"
4744,"Pierluigi","Giradello","Bizzarone","Puglia","2025-07-22","2023-11-22","7","11033.88","848.7600000000000000","2345.74","17","12","6"
4745,"Cristina","Canova","Terontola Stazione","Abruzzo","2025-03-02","2024-04-01","4","9581.81","1197.7262500000000000","2953.54","11","8","4"
4746,"Giovanni","Sagredo","Ciminna","Sicilia","2025-04-07","2024-06-29","2","2836.06","1418.0300000000000000","2766.42","4","2","2"
4747,"Ruggero","Argentero","Gossensas","Lazio","2025-11-09","2024-01-23","6","14508.82","853.4600000000000000","2651.20","18","14","6"
4748,"Piersanti","Dellucci","Pereto","Lombardia","2025-05-06","2025-02-14","2","3764.73","1254.9100000000000000","2651.20","4","3","3"
4749,"Daniele","Galuppi","Fontanile","Marche","2025-03-02","2025-03-02","1","1114.23","1114.2300000000000000","1114.23","1","1","1"
4750,"Giosuè","Brunello","Niedervintl","Trentino-Alto Adige","2025-10-01","2024-04-04","3","3719.91","619.9850000000000000","1484.42","6","5","4"
4751,"Lodovico","Aloisio","Pau","Valle d'Aosta","2025-02-25","2024-03-19","4","12616.19","1146.9263636363636364","3945.90","18","10","5"
4752,"Berenice","Giannetti","Termine Di Cadore","Emilia-Romagna","2025-09-30","2024-01-04","3","7127.60","791.9555555555555556","1353.92","11","9","6"
4753,"Lisa","Gatto","Torrio Casetta","Trentino-Alto Adige","2025-06-29","2024-02-03","4","7454.10","828.2333333333333333","2345.74","12","9","4"
4754,"Flavio","Cignaroli","Baricetta","Liguria","2025-07-10","2024-01-15","9","17364.36","964.6866666666666667","3945.90","20","16","7"
4755,"Maria","Vespucci","Camerano","Lombardia","2025-10-11","2024-09-25","7","12171.78","869.4128571428571429","2438.35","16","11","6"
4756,"Evangelista","Ungaretti","Cerasolo","Veneto","2025-10-08","2024-02-10","4","5397.60","771.0857142857142857","1425.18","8","7","6"
4757,"Atenulf","Monduzzi","Pieve San Lorenzo","Abruzzo","2025-10-12","2024-01-01","3","5437.57","776.7957142857142857","1841.07","9","7","5"
4758,"Giovanna","Schiaparelli","Giave","Molise","2025-09-05","2024-04-01","7","10678.59","889.8825000000000000","1315.30","14","10","7"
4759,"Luigina","Pirelli","Bevera Di Sirtori","Abruzzo","2025-08-05","2024-06-07","4","5172.27","1034.4540000000000000","2057.66","9","4","3"
4760,"Agnolo","Gussoni","Tarres","Puglia","2025-11-08","2025-01-04","6","17090.76","1709.0760000000000000","3748.61","15","9","6"
4761,"Elmo","Bernetti","Dumenza","Calabria","2025-09-15","2023-11-23","6","16544.75","919.1527777777777778","2226.48","23","16","7"
4762,"Nicola","Marsili","Mazzarrone","Campania","2024-05-16","2024-03-23","2","4918.68","1639.5600000000000000","2850.36","5","3","3"
4763,"Evangelista","Segni","Borgo Di Montoro Inferiore","Valle d'Aosta","2025-03-01","2023-11-20","7","15533.05","970.8156250000000000","2327.36","22","13","8"
4764,"Antonia","Grifeo","San Giuseppe Vesuviano","Molise","2025-10-14","2024-02-24","7","14471.75","904.4843750000000000","2968.84","21","15","8"
4765,"Maurilio","Letta","Cornigliano Ligure","Toscana","2025-07-20","2023-12-27","6","11789.73","736.8581250000000000","2438.35","22","11","7"
4766,"Concetta","Priuli","Castellano","Umbria","2025-04-08","2024-03-02","4","4816.77","802.7950000000000000","1265.36","7","6","5"
4767,"Rembrandt","Pisani","Massarella","Piemonte","2025-08-18","2023-11-27","5","7115.46","1016.4942857142857143","2728.56","10","7","6"
4768,"Nedda","Flaiano","Abbiategrasso","Valle d'Aosta","2025-10-01","2023-12-11","3","5215.94","745.1342857142857143","2165.96","9","7","5"
4769,"Paola","Vigliotti","Configni","Trentino-Alto Adige","2025-10-11","2024-08-28","5","6953.32","869.1650000000000000","2003.83","9","7","5"
4770,"Claudia","Speri","Lipari","Toscana","2025-09-07","2024-04-03","7","8754.21","673.4007692307692308","1504.21","14","13","7"
4771,"Clelia","Nosiglia","Pionca","Veneto","2025-08-30","2024-06-03","6","10762.91","827.9161538461538462","2728.56","18","11","7"
4772,"Aria","Baggio","Brunello","Toscana","2025-09-22","2024-02-17","7","17222.06","1324.7738461538461538","3128.57","22","12","7"
4773,"Delfino","Collina","St. Christina/S. Crestina -Gherdeina","Puglia","2024-10-02","2024-10-02","1","1249.54","1249.5400000000000000","1249.54","1","1","1"
4774,"Mauro","Cignaroli","Francavilla Fontana","Basilicata","2025-08-16","2023-11-20","5","6121.48","874.4971428571428571","1425.18","8","7","5"
4775,"Romolo","Morellato","Cerretti","Abruzzo","2025-06-30","2023-11-19","6","14542.01","1118.6161538461538462","2996.58","18","11","6"
4776,"Mario","Serao","Monte Porzio Catone","Campania","2025-09-11","2024-03-02","3","7300.05","1042.8642857142857143","1997.72","9","6","5"
4777,"Arnulfo","Ungaretti","Palmi","Piemonte","2025-02-08","2023-11-25","4","10968.54","1218.7266666666666667","2968.84","11","9","7"
4778,"Laura","Salata","Conselve","Friuli-Venezia Giulia","2025-04-20","2024-02-21","4","7680.71","960.0887500000000000","1353.92","8","8","5"
4779,"Ivan","Bosurgi","Ceparana","Friuli-Venezia Giulia","2025-11-03","2024-06-30","6","8359.02","759.9109090909090909","1671.34","12","10","7"
4780,"Fortunata","Renier","Borgo Macchia","Emilia-Romagna","2025-08-02","2024-02-07","6","12700.33","907.1664285714285714","1484.42","15","11","6"
4781,"Bruno","Veneziano","Puginate","Veneto","2025-09-30","2024-05-07","4","12410.03","1378.8922222222222222","3301.01","15","8","7"
4782,"Patrizia","Interminelli","Carmignano","Molise","2025-09-19","2024-03-18","8","14471.77","904.4856250000000000","2210.99","17","9","6"
4783,"Ennio","Filangieri","Casagiove","Toscana","2025-08-25","2023-11-28","6","12943.48","924.5342857142857143","2707.84","21","13","7"
4784,"Nicoletta","Tasca","Lodi Vecchio","Calabria","2024-08-22","2024-02-04","5","10042.67","1115.8522222222222222","2846.75","12","7","6"
4785,"Adele","Stucchi","San Gregorio Di Veronella","Basilicata","2025-10-05","2024-02-04","5","7291.11","911.3887500000000000","1898.04","10","7","6"
4786,"Teresa","Martinelli","Frigintini","Piemonte","2025-08-29","2024-03-11","4","13088.50","1636.0625000000000000","2850.36","15","8","5"
4787,"Gianluca","Sanguineti","Gratteri","Friuli-Venezia Giulia","2025-01-10","2024-09-22","2","5797.16","1159.4320000000000000","2850.36","6","5","5"
4788,"Lucrezia","Sauro","Borgo Di Terzo","Calabria","2025-10-29","2023-12-28","6","10201.38","784.7215384615384615","1819.04","14","12","8"
4789,"Donato","Chiesa","Cittaducale","Puglia","2025-09-13","2023-12-07","3","6417.12","713.0133333333333333","1105.50","11","7","6"
4790,"Paolo","Santoro","Castrocielo","Lombardia","2024-09-20","2023-11-19","4","10172.28","924.7527272727272727","1315.30","11","10","7"
4791,"Antonia","Pavanello","Margno","Toscana","2025-11-13","2024-10-22","6","10660.03","888.3358333333333333","2345.74","15","8","7"
4792,"Eva","Grimani","Rivergaro","Lombardia","2025-05-17","2023-11-26","4","8316.76","924.0844444444444444","1425.18","11","9","5"
4793,"Pomponio","Munari","Centola","Friuli-Venezia Giulia","2025-02-07","2024-12-12","4","8696.40","790.5818181818181818","1238.39","11","10","6"
4794,"Concetta","Galiazzo","Bonzo","Friuli-Venezia Giulia","2025-07-31","2024-03-19","5","7259.72","725.9720000000000000","1325.60","10","9","6"
